Date,PONumber,Name,Item,Paid,Qty,Sales Price,Amount
08/01/2017,57646,Cutting Edge Audio & Video Group,DP-FIB,Paid,10.00 ,"1,875.00","18,750.00 "
10/17/2017,57646,Cutting Edge Audio & Video Group,DP-FIB,Paid,(10.00),"1,875.00","(18,750.00)"
08/02/2017,0109905,Key Code Media,DA-SDI-DE,Paid,9.00 ,637.50,"5,737.50 "
09/15/2017,0109905,Key Code Media,DA-SDI-DE,Paid,(9.00),637.50,"(5,737.50)"
08/03/2017,597522,Ford Audio-Video,HDMI-1x2-II,Paid,1.00 ,105.00,105.00 
08/04/2017,276401S,Compview,DA-HDTV-SDI,Paid,4.00 ,525.00,"2,100.00 "
08/04/2017,5780,Gold Coast Video Inc.,US-3500,Paid,2.00 ,"1,125.00","2,250.00 "
08/08/2017,597556,Ford Audio-Video,HDMI-1x2-II,Paid,1.00 ,105.00,105.00 
08/10/2017,16622,ABS-USA,KVM-SET-12,Paid,1.00 ,646.75,646.75 
08/10/2017,DSI-141897-110236,Diversified Systems,Accessories:DC 5V 3.2A - US,Paid,1.00 ,30.00,30.00 
08/15/2017,78042,EAR,DE-8,Paid,1.00 ,"6,373.50","6,373.50 "
08/15/2017,78042,EAR,RPS-LE16,Paid,1.00 ,120.00,120.00 
08/16/2017,128399,Avidex,DA-HDTV-SDI,Paid,1.00 ,525.00,525.00 
08/16/2017,9141,RIA Corporation,LE-16HD,Paid,1.00 ,"6,996.50","6,996.50 "
08/16/2017,9141,RIA Corporation,SDI-OUT,Paid,1.00 ,280.00,280.00 
08/18/2017,17008-1,Hancock Video Engineering,Crescent 4K,Paid,1.00 ,"1,840.00","1,840.00 "
08/18/2017,17008-1,Hancock Video Engineering,HDMI-PHR,Paid,4.00 ,52.00,208.00 
08/21/2017,277385S,Compview,HDMI-1x2-II,Paid,16.00 ,105.00,"1,680.00 "
08/21/2017,581645,Ford Audio-Video,DA-HDTV-SDI,Paid,1.00 ,525.00,525.00 
08/21/2017,581646,Ford Audio-Video,HDMI-1x2-II,Paid,1.00 ,105.00,105.00 
08/21/2017,581647,Ford Audio-Video,HDMI-1x2-II,Paid,2.00 ,105.00,210.00 
08/22/2017,23394,BZB Express,HDMI-8-SER(M),Paid,1.00 ,450.00,450.00 
08/24/2017,Phone,One Time Customer,Accessories:DC 12V 2A (US),Paid,1.00 ,30.00,30.00 
08/25/2017,PO015197,Colorado Studios,DA-2HD,Paid,1.00 ,93.75,93.75 
08/25/2017,98281-X,Heartland Video,Mi-16,Paid,1.00 ,"1,687.50","1,687.50 "
08/25/2017,98281-X,Heartland Video,RPS-C12DC,Paid,1.00 ,78.00,78.00 
08/25/2017,3881,Philm Gear Inc.,DA-2HD,Paid,4.00 ,93.75,375.00 
08/28/2017,128778,Avidex,HDM2.0-1x4,Paid,1.00 ,300.00,300.00 
08/28/2017,102757STD,"VTP/MTSU, USA",MicroQ-S,Paid,3.00 ,746.25,"2,238.75 "
08/29/2017,14017145,AVI-SPL,DA-HDTV-SDI,Paid,1.00 ,525.00,525.00 
08/29/2017,DSI-143384-50010,Diversified Systems,KVM-SET-10,Paid,1.00 ,375.00,375.00 
08/30/2017,98390-K,Heartland Video,KVM-SET-12,Paid,1.00 ,746.25,746.25 
08/31/2017,0817-30ALC,Meyer Projection Systems,HDMI-1X4-II,Paid,1.00 ,221.00,221.00 
08/31/2017,102800,"VTP/MTSU, USA",DB25-AES-UNBL,Paid,1.00 ,30.00,30.00 
,,,,,,,
09/01/2017,9180,Enders & Associates Inc.,CC-License-Mi-16,Paid,1.00 ,375.00,375.00 
09/01/2017,9180,Enders & Associates Inc.,Mi-16,Paid,1.00 ,"1,687.50","1,687.50 "
09/05/2017,128962,Avidex,HDM2.0-1x4,Paid,2.00 ,300.00,600.00 
09/06/2017,278076S,Compview,Miscellaneous,Paid,1.00 ,350.00,350.00 
09/07/2017,102833STD,"VTP/MTSU, USA",HDBT-SET-1,Paid,1.00 ,375.00,375.00 
09/13/2017,78194,EAR,DA-HDTV-SDI,Paid,1.00 ,525.00,525.00 
09/13/2017,205092,Ford Audio-Video,HDMI-1x2-II,Paid,1.00 ,105.00,105.00 
09/14/2017,102830,"VTP/MTSU, USA",DV-Conv,Paid,1.00 ,165.00,165.00 
09/14/2017,102862STD,"VTP/MTSU, USA",DA-SDI-DE,Paid,2.00 ,637.50,"1,275.00 "
09/15/2017,228-102,CBT Systems,DA-HDTV-SDI,Paid,2.00 ,560.00,"1,120.00 "
09/15/2017,228-102,CBT Systems,EDID-L-H,Paid,1.00 ,88.00,88.00 
09/18/2017,2414,Ellis Pro Media,DA-SDI-HDTV,Paid,2.00 ,264.00,528.00 
09/19/2017,98390-K,Heartland Video,KVM-SET-12,Paid,1.00 ,746.25,746.25 
09/20/2017,46142,Advanced Systems Group,US-3500,Paid,2.00 ,"1,125.00","2,250.00 "
09/20/2017,3722,System Design & Integration,HDMI-1x2-II,Paid,1.00 ,105.00,105.00 
09/22/2017,16718,ABS-USA,MicroQ-1U-FR,Paid,1.00 ,60.00,60.00 
09/22/2017,16718,ABS-USA,t-Warp,Paid,2.00 ,"1,125.00","2,250.00 "
09/22/2017,PO015289,Colorado Studios,MiniQ-II,Paid,1.00 ,"1,897.50","1,897.50 "
09/22/2017,9199,RIA Corporation,HDMI-1-R,Paid,8.00 ,82.50,660.00 
09/22/2017,9199,RIA Corporation,LE-32HD,Paid,1.00 ,"14,000.00","14,000.00 "
09/25/2017,IMTO14430,"Integrated Media Technologies, Inc.",OG-DA-HDTV-SDI-SET-1,Paid,1.00 ,672.00,672.00 
09/26/2017,23744,BZB Express,DA-2HD,Paid,2.00 ,93.75,187.50 
09/26/2017,DSI-145035-111384,Diversified Systems,Mi-16,Paid,2.00 ,"1,687.50","3,375.00 "
09/26/2017,9223,RIA Corporation,SDI-FIB,Paid,2.00 ,900.00,"1,800.00 "
09/27/2017,598725,Ford Audio-Video,HDMI-1x2-II,Paid,3.00 ,105.00,315.00 
09/27/2017,98856-X,Heartland Video,KVM-SET-12,Paid,2.00 ,746.25,"1,492.50 "
09/28/2017,23781-Revised,BZB Express,RJ50-DB9,Paid,2.00 ,30.00,60.00 
09/28/2017,3729,System Design & Integration,HDBT-1-R,Paid,1.00 ,187.50,187.50 
09/29/2017,23787,BZB Express,RJ50-DB9,Paid,2.00 ,30.00,60.00 
09/29/2017,DSI-145035-111384,Diversified Systems,DA-SDI-HDTV-II,Paid,2.00 ,221.25,442.50 
09/29/2017,9233,RIA Corporation,DA-HDTV-SDI,Paid,10.00 ,525.00,"5,250.00 "
09/29/2017,2292,Triton Technology Solutions,DA-2HD,Paid,1.00 ,93.75,93.75 
,,,,,,,
10/02/2017,102830,"VTP/MTSU, USA",DV-Conv,Paid,1.00 ,165.00,165.00 
10/03/2017,46309,Advanced Systems Group,US-3500,Paid,1.00 ,"1,125.00","1,125.00 "
10/03/2017,130385,Avidex,CLN-SW-6x1-H,Paid,1.00 ,"1,500.00","1,500.00 "
10/03/2017,1410789,AVI-SPL,HDM2.0-1x2,Paid,1.00 ,150.00,150.00 
10/03/2017,1410789,AVI-SPL,HDM2.0-1x8,Paid,1.00 ,450.00,450.00 
10/03/2017,19334,Digital Resources Inc.,HDTV-VGA-2x2A,Paid,4.00 ,225.00,900.00 
10/03/2017,3751,System Design & Integration,HDBT-SET-3,Paid,2.00 ,300.00,600.00 
10/03/2017,284154,VMI Video,HDM2.0-FIB,Paid,2.00 ,"1,875.00","3,750.00 "
10/03/2017,102949,"VTP/MTSU, USA",DP-1x2,Paid,1.00 ,360.00,360.00 
10/05/2017,2453,Ellis Pro Media,DA-HDTV-SDI,Paid,2.00 ,560.00,"1,120.00 "
10/09/2017,599009,Ford Audio-Video,HDMI-1x2-II,Paid,1.00 ,105.00,105.00 
10/09/2017,102948,"VTP/MTSU, USA",DP-1x2,Paid,1.00 ,360.00,360.00 
10/10/2017,654907,Tower,OG-DA-HDTV-SDI-II-SET-2,Paid,20.00 ,"1,008.00","20,160.00 "
10/10/2017,284204,VMI Video,EDID-L-H,Paid,4.00 ,82.50,330.00 
10/11/2017,17843,Summit Integrated Systems,OG-US-3500-SET-1,Paid,3.00 ,"1,350.00","4,050.00 "
10/12/2017,130311,Avidex,HDBT-1-RAP,Paid,2.00 ,225.00,450.00 
10/13/2017,23963,BZB Express,HDTV-VGA-2x2A,Paid,1.00 ,225.00,225.00 
10/13/2017,103018,"VTP/MTSU, USA",Mi-16,Paid,1.00 ,"1,687.50","1,687.50 "
10/13/2017,103018,"VTP/MTSU, USA",RPS-C12VDC,Paid,1.00 ,78.00,78.00 
10/16/2017,46307,Advanced Systems Group,US-3500,Paid,1.00 ,"1,125.00","1,125.00 "
10/16/2017,46309,Advanced Systems Group,US-3500,Paid,2.00 ,"1,125.00","2,250.00 "
10/16/2017,130385,Avidex,DA-HDTV-SDI,Paid,1.00 ,525.00,525.00 
10/16/2017,2500106241,Freeman Audio Visual Solutions,OG-MiniDE-II-SET-1,Paid,2.00 ,"1,905.00","3,810.00 "
10/16/2017,2500106241,Freeman Audio Visual Solutions,OG-MiniQ-SET-1,Paid,1.00 ,"1,725.00","1,725.00 "
10/16/2017,99214-X,Heartland Video,Mi-16,Paid,1.00 ,"1,687.50","1,687.50 "
10/16/2017,99214-X,Heartland Video,RPS-C12DC,Paid,1.00 ,78.00,78.00 
10/16/2017,1668,SEG,Mi-16,Paid,1.00 ,"1,687.50","1,687.50 "
10/16/2017,P1315522,VER,DP-FIB,Paid,10.00 ,"1,625.00","16,250.00 "
10/18/2017,2479,Ellis Pro Media,DA-HDTV-SDI,Paid,2.00 ,560.00,"1,120.00 "
10/18/2017,0066500,Sound Image,HDBT-SET-1,Paid,1.00 ,400.00,400.00 
10/19/2017,73-KV100617,AVMS,HDMI-1x4-III,Paid,1.00 ,195.00,195.00 
10/19/2017,OIC111114,OIC - USA,OIC-M802,Paid,2.00 ,"5,099.00","10,198.00 "
10/19/2017,OIC111114,OIC - USA,RPS-LE16,Paid,2.00 ,96.00,192.00 
10/20/2017,1419079,AVI-SPL,HDMI-1x2-II,Paid,1.00 ,105.00,105.00 
10/20/2017,280409S,Compview,DA-HDTV-SDI,Paid,3.00 ,525.00,"1,575.00 "
06/27/2018,280409S,Diversified Systems,DA-HDTV-SDI,Paid,(2.00),210.00,(420.00)
10/23/2017,99231-X,Heartland Video,TSE-SET-2,Paid,1.00 ,390.00,390.00 
10/26/2017,99366-X,Heartland Video,MicroQ-S,Paid,1.00 ,746.25,746.25 
10/26/2017,1027093,Shoreview,DB25-AA-UNBL,Paid,1.00 ,67.50,67.50 
10/31/2017,24035,BZB Express,KVM-SET-4,Paid,1.00 ,270.00,270.00 
10/31/2017,24108,BZB Express,EDID-L-V,Paid,1.00 ,75.00,75.00 
10/31/2017,24108,BZB Express,HDMI-E,Paid,1.00 ,30.00,30.00 
,,,,,,,
11/01/2017,284295,VMI Video,CP-16,Paid,1.00 ,630.00,630.00 
11/01/2017,284295,VMI Video,Mi-16,Paid,1.00 ,"1,687.50","1,687.50 "
11/02/2017,99463-X,Heartland Video,USB-EXT-1,Paid,1.00 ,135.00,135.00 
11/03/2017,PO12452,"Swiss Devco, Inc",DA-HDTV-SDI,Paid,4.00 ,560.00,"2,240.00 "
11/06/2017,16919,ABS-USA,Mi-16,Paid,2.00 ,"1,687.50","3,375.00 "
11/06/2017,16919,ABS-USA,RPS-C12VDC,Paid,2.00 ,78.00,156.00 
11/07/2017,1424170,AVI-SPL,HDMI-1x2-II,Paid,2.00 ,105.00,210.00 
05/04/2018,1424170,AVI-SPL,HDMI-1x2-II,Paid,(1.00),105.00,(105.00)
11/08/2017,3762,System Design & Integration,HDBT-1-Es,Paid,2.00 ,150.00,300.00 
11/08/2017,103097,"VTP/MTSU, USA",Mi-16,Paid,1.00 ,"1,687.50","1,687.50 "
11/13/2017,599614,Ford Audio-Video,HDMI-1x2-II,Paid,3.00 ,105.00,315.00 
11/13/2017,41351DFJW,Omega,MX-32,Paid,1.00 ,"9,000.00","9,000.00 "
11/15/2017,583555,Ford Audio-Video,DA-HDTV-SDI,Paid,1.00 ,525.00,525.00 
11/17/2017,284380,VMI Video,DP-1x2,Paid,1.00 ,360.00,360.00 
11/20/2017,284214,VMI Video,CLN-SW-6x1-H,Paid,1.00 ,"1,500.00","1,500.00 "
11/20/2017,284214,VMI Video,MicroDE-4,Paid,1.00 ,"1,125.00","1,125.00 "
11/27/2017,15599,Beck Associates,DA-HDTV-SDI,Paid,2.00 ,525.00,"1,050.00 "
11/27/2017,15599,Beck Associates,OG3-FR-CN-P,Paid,1.00 ,"1,762.50","1,762.50 "
11/27/2017,15599,Beck Associates,OG-DA-HDTV-SDI-II-SET-1,Paid,6.00 ,623.00,"3,738.00 "
11/27/2017,15599,Beck Associates,PS-OG3,Paid,1.00 ,586.95,586.95 
11/27/2017,QVC18-15674,Beck Associates,DA-SDI-DE,Paid,4.00 ,637.50,"2,550.00 "
11/29/2017,32579,Burst,DA-HDTV-SDI,Paid,2.00 ,525.00,"1,050.00 "
,,,,,,,
12/01/2017,600477,Ford Audio-Video,HDMI-1x2-II,Paid,1.00 ,105.00,105.00 
12/01/2017,600506,Ford Audio-Video,HDMI-1x2-II,Paid,2.00 ,105.00,210.00 
12/06/2017,284473,VMI Video,MicroQ-S,Paid,1.00 ,746.25,746.25 
12/06/2017,103206,"VTP/MTSU, USA",DVI-XX-SC,Paid,1.00 ,712.50,712.50 
12/07/2017,600791,Ford Audio-Video,HDMI-1x2-II,Paid,2.00 ,105.00,210.00 
12/07/2017,600974,Ford Audio-Video,DA-HDTV-SDI,Paid,1.00 ,525.00,525.00 
12/07/2017,103190STD,"VTP/MTSU, USA",OG3-FR-CN-P,Paid,4.00 ,"1,598.00","6,392.00 "
12/07/2017,103190STD,"VTP/MTSU, USA",OG-US-3500-SET-1,Paid,24.00 ,"1,224.00","29,376.00 "
12/07/2017,103190STD,"VTP/MTSU, USA",PS-OG3,Paid,4.00 ,531.76,"2,127.04 "
12/08/2017,OIC120117,OIC - USA,OIC-M1604,Paid,1.00 ,"11,198.00","11,198.00 "
12/11/2017,604672,AVI Systems,HDMI-1x2-II,Paid,1.00 ,105.00,105.00 
12/11/2017,32733,Burst,DA-HDTV-SDI,Paid,5.00 ,525.00,"2,625.00 "
12/13/2017,100087-X,Heartland Video,DA-HDTV-SDI,Paid,1.00 ,525.00,525.00 
12/13/2017,103155STD,"VTP/MTSU, USA",OG-MiniDE-II-SET-1,Paid,2.00 ,"1,750.00","3,500.00 "
12/14/2017,282606S,Compview,DE-12,Paid,1.00 ,"8,748.60","8,748.60 "
12/14/2017,58472,Cutting Edge Audio & Video Group,Mi-16+,Paid,1.00 ,"2,625.00","2,625.00 "
12/14/2017,58472,Cutting Edge Audio & Video Group,RPS-C12VDC,Paid,1.00 ,78.00,78.00 
12/14/2017,DSI-150243-SO8009,Diversified Systems,OG3-FR-C-P,Paid,1.00 ,"1,225.00","1,225.00 "
12/14/2017,DSI-150243-SO8009,Diversified Systems,OG-DA-4HD-II-SET-1,Paid,8.00 ,273.00,"2,184.00 "
12/14/2017,DSI-150243-SO8009,Diversified Systems,PS-OG3,Paid,1.00 ,547.40,547.40 
12/15/2017,9365,RIA Corporation,KVM-SET-1,Paid,1.00 ,208.00,208.00 
12/18/2017,131780,Avidex,HDTV-2x2H,Paid,1.00 ,187.50,187.50 
12/18/2017,131809,Avidex,HDTV-2x2H,Paid,1.00 ,187.50,187.50 
12/18/2017,1437121,AVI-SPL,HDMI-1x2-II,Paid,1.00 ,105.00,105.00 
12/21/2017,33750,"AMT Systems, Inc.",DA-8HD,Paid,1.00 ,262.50,262.50 
12/21/2017,3809,System Design & Integration,HDBT-1-Es,Paid,4.00 ,150.00,600.00 
12/26/2017,131932,Avidex,CLN-SW-6x1-H,Paid,1.00 ,"1,500.00","1,500.00 "
12/26/2017,1436054,AVI-SPL,HDM-DP1.2,Paid,1.00 ,63.75,63.75 
12/26/2017,100230-X,Heartland Video,OG-US-3500-SET-1,Paid,24.00 ,"1,260.00","30,240.00 "
12/27/2017,0067244,Sound Image,DA-8HD,Paid,1.00 ,280.00,280.00 
12/27/2017,0067244,Sound Image,DA-HDTV-SDI,Paid,1.00 ,560.00,560.00 
12/27/2017,0067244,Sound Image,DA-SDI-HDTV-II,Paid,4.00 ,236.00,944.00 
12/29/2017,227-29,CBT Systems,DA-HDTV-SDI,Paid,11.00 ,525.00,"5,775.00 "
12/29/2017,227-29,CBT Systems,OG-US-3500-SET-1,Paid,9.00 ,"1,350.00","12,150.00 "
12/29/2017,100236-Y,Heartland Video,LI-12HD,Paid,1.00 ,"6,020.00","6,020.00 "
,,,,,,,
,,,,,,,
01/02/2018,601817,Ford Audio-Video,DA-SDI-HDTV,Paid,1.00 ,247.50,247.50 
01/02/2018,601817,Ford Audio-Video,DA-SDI-HDTV-II,Paid,3.00 ,221.25,663.75 
01/03/2018,0117-02SCLR,Meyer Projection Systems,KVM-SET-10,Paid,1.00 ,425.00,425.00 
01/12/2018,Stadium18-15797,Beck Associates,HDMI-SET-9,Paid,6.00 ,450.00,"2,700.00 "
01/12/2018,100432-X,Heartland Video,Mi-16,Paid,1.00 ,"1,687.50","1,687.50 "
01/12/2018,100432-X,Heartland Video,RPS-12VDC40W,Paid,1.00 ,78.00,78.00 
01/12/2018,35851,PRECO,DA-SDI-DE,Paid,8.00 ,637.50,"5,100.00 "
01/12/2018,35851,PRECO,DB25-AA-BL,Paid,4.00 ,90.00,360.00 
01/12/2018,35851,PRECO,DB25-AES-BL,Paid,4.00 ,75.00,300.00 
01/15/2018,28565,"5280 Broadcast, Inc.",EDID-L-H,Paid,1.00 ,88.00,88.00 
01/15/2018,28565,"5280 Broadcast, Inc.",HDM2.0-1x4,Paid,1.00 ,320.00,320.00 
01/15/2018,28565,"5280 Broadcast, Inc.",HDMI-1-E-IR,Paid,2.00 ,80.00,160.00 
01/15/2018,28565,"5280 Broadcast, Inc.",HDMI-1-R-IR,Paid,2.00 ,104.00,208.00 
01/15/2018,608138,AVI Systems,HDMI-1x2-II,Paid,1.00 ,105.00,105.00 
01/15/2018,DSI-151969-SO8092,Diversified Systems,Mi-16,Paid,1.00 ,"1,687.50","1,687.50 "
01/15/2018,DSI-151969-SO8092,Diversified Systems,Mi-16#,Paid,1.00 ,"3,375.00","3,375.00 "
01/15/2018,DSI-151969-SO8092,Diversified Systems,RPS-12VDC40W,Paid,2.00 ,104.00,208.00 
01/15/2018,0067438,Sound Image,DA-HDTV-SDI,Paid,1.00 ,560.00,560.00 
01/15/2018,0067438,Sound Image,HDMI-1x2-II,Paid,1.00 ,112.00,112.00 
01/16/2018,PO015578,Colorado Studios,DA-2HD,Paid,1.00 ,93.75,93.75 
01/17/2018,OIC180105,OIC - USA,OIC-M1604,Paid,2.00 ,"11,198.00","22,396.00 "
01/23/2018,QVC18-15845,Beck Associates,DB25-AES-UNBL,Paid,4.00 ,65.53,262.12 
01/23/2018,100583-X,Heartland Video,Mi-16,Paid,1.00 ,"1,687.50","1,687.50 "
01/23/2018,100583-X,Heartland Video,RPS-12VDC40W,Paid,1.00 ,78.00,78.00 
01/23/2018,100606-X,Heartland Video,DA-2HD,Paid,40.00 ,93.75,"3,750.00 "
01/23/2018,67598,Sound Image,DA-HDTV-SDI,Paid,1.00 ,560.00,560.00 
01/24/2018,133098,Avidex,HDMI-E,Paid,60.00 ,30.00,"1,800.00 "
01/24/2018,100600-X,Heartland Video,DA-2HD,Paid,8.00 ,93.75,750.00 
01/25/2018,24877,BZB Express,KVM-SET-12,Paid,2.00 ,746.25,"1,492.50 "
01/26/2018,OIC180115,OIC - USA,OIC-M802,Paid,1.00 ,"5,099.00","5,099.00 "
01/26/2018,OIC180115,OIC - USA,RPS-LE16,Paid,1.00 ,96.00,96.00 
,,,,,,,
02/01/2018,33977,"AMT Systems, Inc.",DA-SDI-HDTV-II,Paid,3.00 ,221.25,663.75 
02/01/2018,24904,BZB Express,HDMI-8-SER(M),Paid,2.00 ,450.00,900.00 
02/01/2018,100603-S,Heartland Video,KVM-SET-10,Paid,10.00 ,350.00,"3,500.00 "
02/02/2018,0218-01-IF,Meyer Projection Systems,DA-HDTV-SDI,Paid,2.00 ,525.00,"1,050.00 "
02/02/2018,0067700,Sound Image,DA-HDTV-SDI,Paid,1.00 ,560.00,560.00 
03/19/2018,0067700,Sound Image,DA-HDTV-SDI,Paid,(1.00),560.00,(560.00)
02/02/2018,2002689,VER,DA-2HD,Unpaid,10.00 ,93.75,937.50 
02/06/2018,24877,BZB Express,KVM-1-RH-LAN,Paid,2.00 ,375.00,750.00 
02/06/2018,284699,VMI Video,HDMI-1-R,Paid,9.00 ,82.50,742.50 
02/06/2018,284699,VMI Video,W-3x3,Paid,1.00 ,"3,000.00","3,000.00 "
02/09/2018,100847-X,Heartland Video,HDBT-SET-3,Paid,1.00 ,300.00,300.00 
02/13/2018,48277,Advanced Systems Group,US-3500,Paid,3.00 ,"1,125.00","3,375.00 "
02/19/2018,48277,Advanced Systems Group,US-3500,Paid,1.00 ,"1,125.00","1,125.00 "
02/21/2018,612952,AVI Systems,DA-HDTV-SDI,Paid,1.00 ,525.00,525.00 
02/26/2018,2583,"Distinctive Video Engineering, Inc",EDID-EW-H,Paid,4.00 ,68.00,272.00 
02/26/2018,100962-X,Heartland Video,EDID-EW-H,Paid,67.00 ,63.75,"4,271.25 "
02/27/2018,603919,Ford Audio-Video,OG3-FR-C-P,Paid,1.00 ,"1,645.00","1,645.00 "
02/27/2018,603919,Ford Audio-Video,OG-MiniDE-II-SET-1,Paid,2.00 ,"1,778.00","3,556.00 "
02/27/2018,603919,Ford Audio-Video,PS-OG3,Paid,1.00 ,547.40,547.40 
02/27/2018,PPO-00201,Fuse Technical Group LLC,OG-Mi-9+-SET-1,Paid,4.00 ,"1,116.00","4,464.00 "
02/27/2018,103477,"VTP/MTSU, USA",DA-HDTV-SDI,Paid,3.00 ,525.00,"1,575.00 "
02/28/2018,227-349,CBT Systems,DA-HDTV-SDI,Paid,6.00 ,525.00,"3,150.00 "
02/28/2018,,Sound Image,DA-HDTV-SDI,Paid,1.00 ,560.00,560.00 
,,,,,,,
03/05/2018,DSI-156135-SO8310,Diversified Systems,MiniDE-4-UHD,Paid,1.00 ,"3,375.00","3,375.00 "
03/05/2018,103502,"VTP/MTSU, USA",DA-HDTV-SDI,Paid,3.00 ,525.00,"1,575.00 "
03/06/2018,134078,Avidex,DA-HDTV-SDI,Paid,4.00 ,525.00,"2,100.00 "
03/06/2018,134078,Avidex,DA-SDI-HDTV-II,Paid,3.00 ,221.25,663.75 
03/06/2018,25255,BZB Express,TSE-SET-2,Paid,1.00 ,390.00,390.00 
03/06/2018,101108-X,Heartland Video,EDID-EW-H,Paid,5.00 ,63.75,318.75 
03/07/2018,134128,Avidex,DA-HDTV-SDI,Paid,2.00 ,525.00,"1,050.00 "
03/07/2018,007620,Matrix Audio Visual Designs,DA-HDTV-SDI,Paid,1.00 ,560.00,560.00 
03/07/2018,35914,PRECO,HDMI-1x2-II,Paid,4.00 ,105.00,420.00 
03/07/2018,9412,RIA Corporation,Mi-16+,Paid,1.00 ,"2,625.00","2,625.00 "
03/08/2018,17275,ABS-USA,OG-Pinnacle-L-SET-1,Paid,1.00 ,"1,540.00","1,540.00 "
03/08/2018,48455,Advanced Systems Group,EDID-L-H,Paid,4.00 ,82.50,330.00 
03/08/2018,48455,Advanced Systems Group,RPS-12VDC40W,Paid,2.00 ,78.00,156.00 
03/08/2018,48455,Advanced Systems Group,US-3500,Paid,4.00 ,"1,125.00","4,500.00 "
03/08/2018,101122-S,Heartland Video,KVM-SET-10,Paid,10.00 ,350.00,"3,500.00 "
03/09/2018,2850,Aset Advanced Security & Electrical Tech,EDID-L-H,Paid,1.00 ,88.00,88.00 
03/09/2018,2850,Aset Advanced Security & Electrical Tech,HDMI-E,Paid,25.00 ,32.00,800.00 
03/09/2018,25359,BZB Express,EDID-EW-H,Paid,1.00 ,63.75,63.75 
03/09/2018,3875,System Design & Integration,HDBT-SET-5-II,Paid,1.00 ,570.00,570.00 
03/12/2018,48551,Advanced Systems Group,DA-HDTV-SDI,Paid,4.00 ,525.00,"2,100.00 "
03/12/2018,227-381,CBT Systems,DA-HDTV-SDI,Paid,1.00 ,264.00,264.00 
03/12/2018,227-381,CBT Systems,HDMI-PHR,Paid,9.00 ,52.00,468.00 
03/12/2018,227-381,CBT Systems,W-3x3,Paid,1.00 ,"3,200.00","3,200.00 "
03/14/2018,101287-X,Heartland Video,EDID-EW-H,Paid,1.00 ,63.75,63.75 
03/15/2018,101217-S,Heartland Video,KVM-SET-10,Paid,10.00 ,350.00,"3,500.00 "
03/15/2018,103578STD,"VTP/MTSU, USA",Mi-16,Paid,1.00 ,"1,687.50","1,687.50 "
03/15/2018,103578STD,"VTP/MTSU, USA",RPS-12VDC40W,Paid,1.00 ,78.00,78.00 
03/19/2018,605465,Ford Audio-Video,HDMI-1x2-II,Paid,1.00 ,105.00,105.00 
03/19/2018,103572STD,"VTP/MTSU, USA",Mi-16#,Paid,1.00 ,"3,375.00","3,375.00 "
03/19/2018,103572STD,"VTP/MTSU, USA",OG3-FR-CN-P,Paid,4.00 ,"1,645.00","6,580.00 "
03/19/2018,103572STD,"VTP/MTSU, USA",OG-DA-4HD-II-SET-2,Paid,10.00 ,560.00,"5,600.00 "
03/19/2018,103572STD,"VTP/MTSU, USA",PS-OG3,Paid,4.00 ,547.40,"2,189.60 "
03/20/2018,3701,Broadcast Pix Inc.,HDMI-SET-2,Paid,5.00 ,157.50,787.50 
03/26/2018,17323,ABS-USA,OG3-FR-CN-P,Paid,1.00 ,"1,645.00","1,645.00 "
03/26/2018,17323,ABS-USA,OG-DA-8HD-II-SET-1,Paid,1.00 ,346.50,346.50 
03/26/2018,17323,ABS-USA,PS-OG3,Paid,1.00 ,547.40,547.40 
03/27/2018,605910,Ford Audio-Video,HDMI-1x2-II,Paid,1.00 ,105.00,105.00 
03/28/2018,SQ-BG03281801,Aset Advanced Security & Electrical Tech,EDID-EW-H,Paid,25.00 ,68.00,"1,700.00 "
,,,,,,,
04/02/2018,76922,Artistic Resources Corp,OG-Mi-9+-MB,Paid,1.00 ,836.50,836.50 
04/02/2018,76922,Artistic Resources Corp,OG-Mi-9+-SET-1,Paid,2.00 ,976.50,"1,953.00 "
04/02/2018,606204,Ford Audio-Video,HDMI-1x2-II,Paid,1.00 ,105.00,105.00 
04/03/2018,101440-X,Heartland Video,EDID-EW-H,Paid,28.00 ,63.75,"1,785.00 "
04/03/2018,SQ-BG03101804,Kratos Public Safety,DA-2HD,Paid,8.00 ,100.00,800.00 
04/03/2018,285046,VMI Video,MicroQ-S,Paid,2.00 ,746.25,"1,492.50 "
04/05/2018,015758,Colorado Studios,DA-2HD,Paid,7.00 ,81.25,568.75 
04/05/2018,015759,Colorado Studios,DA-2HD,Paid,7.00 ,81.25,568.75 
04/16/2018,015760,Colorado Studios,DA-2HD,Paid,4.00 ,81.25,325.00 
04/16/2018,015769,Colorado Studios,DA-2HD,Paid,7.00 ,81.25,568.75 
04/16/2018,015770,Colorado Studios,DA-2HD,Paid,5.00 ,81.25,406.25 
04/16/2018,015771,Colorado Studios,DA-2HD,Paid,7.00 ,81.25,568.75 
04/16/2018,015775,Colorado Studios,DA-2HD,Paid,2.00 ,81.25,162.50 
04/16/2018,3891,System Design & Integration,HDBT-1-R,Paid,2.00 ,187.50,375.00 
04/17/2018,103741,"VTP/MTSU, USA",DA-4HD,Paid,4.00 ,187.50,750.00 
04/18/2018,180404A,OIC - USA,OIC-M802,Paid,2.00 ,"5,099.00","10,198.00 "
04/18/2018,180404A,OIC - USA,RPS-LE16,Paid,2.00 ,96.00,192.00 
