Status,Progress,Duration (in seconds),Finished,RecordedDate,VIDCODE,ID,describe,ONEW_1,ONEW_2,ONEW_3,ONEW_4,ONEW_5,ONEW_6,ONEW_7,ONEW_8,ONEW_9,ONEW_10,ONEW_11,ONEW_12,ONEW_13,ONEW_14,AWEsSml_1,AWEsSml_2,AWEsSml_3,AWEsSml_4,AWEsSml_5,AWEsSml_AVG,AWEstime_1,AWEstime_2,AWEstime_3,AWEstime_4,AWEstime_5,AWEstime_AVG,AWEsCNCT_1,AWEsCNCT_2,AWEsCNCT_3,AWEsCNCT_4,AWEsCNCT_5,AWEsCNCT_AVG,AWEsVast_1,AWEsVast_2,AWEsVast_3,AWEsVast_4,AWEsVast_5,AWEsVast_AVG,AWEsPHYS_1,AWEsPHYS_2,AWEsPHYS_3,AWEsPHYS_4,AWEsPHYS_5,AWEsPHYS_AVG,AWEsNFA_1,AWEsNFA_2,AWEsNFA_3,AWEsNFA_4,AWEsNFA_5,AWEsNFA_AVG,AWE_AVG,SRISmodE_1,RCSRISmodE_1,SRISmodE_2,RCSRISmodE_2,SRISmodE_3,SRISmodE_4,RCSRISmodE_4,SRISmodE_5,SRISmodE_6,SRISmodE_AVG,SRISmodI_1,SRISmodI_2,RCSRISmodI_2,SRISmodI_3,SRISmodI_4,RCSRISmodI_4,SRISmodI_5,RCSRISmodI_5,SRISmodI_6,RCSRISmodI_6,SRISmodI_7,RCSRISmodI_7,SRISmodI_8,SRISmodI_AVG,INTRSPC_1,INTRSPC_2,INTRSPC_3,INTRSPC_4,INTRSPC_5,INTRSPC_6,INTRSPC_AVG,VIDA_1,VIDA_2,VIDA_3,VIDA_4,VIDA_5,VIDA_6,VIDA_AVG,DISTRAC1_1,DPES_1,DPES_2,DPES_3,DPES_4,DPES_5,DPES_6,DPES_AVG,CRTYR,CRTSEM,AGEyr,brthyrentr,AGEmon,SCHLYR,SCHLYR_5_TEXT,SEX,Ethncty,Ethncty_3_TEXT,RACE,RACE_8_TEXT,MARRY,PREVPAR,SEENIT,ProSoc
0,100,1843,1,11/12/2019 18:36,1,111268390,I felt happy and optimistic while watching the zoomed out shots of the earth and plants growing. I felt like I wanted to help the animals that were being attacked by the other animals.,7,4,6,7,4,6,5,4,1,1,4,5,6,5,1,1,1,1,1,1,6,5,4,5,4,4.8,5,6,6,4,4,5,7,7,5,7,7,6.6,1,5,1,1,1,1.8,5,4,4,4,6,4.6,3.97,1,7,4,4,5,7,1,2,2,3.5,3,2,6,4,2,6,4,4,5,3,6,2,5,4.13,4,4,1,1,1,4,2.5,4,5,1,1,1,5,2.83,1,4,5,5,5,5,7,5.17,4,1,7,.,2,1,.,1,2,.,1,.,3,1,Science class in high school,2
0,100,1346,1,11/12/2019 18:36,4,11121965911,"While watching the presentation, I appreciated the good humor of it. I felt a bit like a kid whilst watching it as it had pretty basic humor, which was fun. I found myself anticipating the next scene, because some of the clips made me feel like laughing, and others did not produce much of a response from me. Overall, I felt happy while watching the video presentation. ",2,5,5,7,1,5,5,3,4,1,5,2,2,5,1,3,5,5,3,3.4,3,3,5,5,5,4.2,5,5,3,3,3,3.8,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2.57,1,7,3,5,5,6,2,6,6,5.17,5,3,5,3,3,5,2,6,2,6,2,6,6,5.25,1,1,1,1,1,1,1,1,1,1,2,6,5,2.67,1,2,5,5,5,3,3,3.83,4,1,8,.,4,3,.,2,2,.,1,.,3,2,.,2
0,100,1784,1,11/12/2019 18:37,1,111261180,"If I had to use three words to describe how I felt I would choose: awe, wonder, and amazement. I say this because of the wonderful world we live in. It has so many different environments each beautiful in their own way. Being able to have gone to many different ones myself with those emotions being present at those times.  ",7,5,5,5,1,4,5,4,4,1,4,6,4,7,1,1,1,1,2,1.2,1,1,1,1,1,1,1,1,1,1,1,1,7,7,5,7,7,6.6,1,1,1,1,1,1,1,7,1,2,5,3.2,2.33,1,7,1,7,7,7,1,7,7,6,7,1,7,4,1,7,1,7,1,7,1,7,6,6.5,1,3,2,5,1,3,2.5,5,4,3,2,1,5,3.33,1,7,7,4,5,4,7,5.67,4,1,10,.,6,1,.,1,2,.,1,.,3,2,.,2
0,100,2896,1,11/12/2019 18:37,4,111261497,"I have seen clips of this video before. I think it is pretty funny and creative. My emotions were that I was pretty neutral, I think because I have already seen it I didn't think it was hilarious. I have also had a breakdown less than an hour ago so I am not in a good mood. But, overall I would say my emotions were neutral.",3,5,4,5,1,5,4,2,4,4,5,2,3,3,1,1,1,1,1,1,5,6,5,6,7,5.8,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,1.6,2.4,3,5,5,3,6,6,2,5,5,4.33,5,3,5,5,3,5,5,3,5,3,5,3,3,4,3,2,1,1,1,1,1.5,1,1,1,5,5,3,2.67,3,3,5,7,5,7,5,5.33,4,1,6,.,3,3,.,2,2,.,1,.,3,1,I saw clips of it on facebook.,2
0,100,2623,1,11/12/2019 18:37,4,11121969638,"While watching this video, I felt pretty indifferent,but amused at some parts. There were some parts where I did not feel anything at all. I did not think some of the parts were funny, but other parts were. ",4,7,2,5,1,5,5,2,5,1,7,2,4,5,2,2,2,2,5,2.6,5,3,3,3,5,3.8,6,7,7,7,7,6.8,7,7,7,7,7,7,3,5,3,5,5,4.2,5,3,3,3,5,3.8,4.7,1,7,1,7,7,3,5,7,7,6.67,7,4,4,3,4,4,6,2,2,6,2,6,7,4.88,5,5,4,4,3,7,4.67,1,5,4,3,5,7,4.17,1,7,6,6,6,5,3,5.5,4,1,5,.,8,1,.,2,2,.,1,.,3,2,.,2
0,100,2137,1,11/12/2019 18:37,1,111260590,"while watching the video i felt anxious, sad and excited. There were movements that an animal was being chased or hurt by another and that gave me a bit of anxiety because of the pain the animal would or could possibly feel. I felt a bit excited when the music would get louder or have a higher beat with more excitement. I felt love towards the different creatures and creations that were being shown. ",4,5,6,4,2,5,5,4,4,5,5,6,6,6,1,1,1,1,1,1,5,4,4,4,4,4.2,4,4,4,4,3,3.8,6,6,6,6,6,6,2,5,4,5,5,4.2,4,5,5,5,4,4.6,3.97,4,4,7,1,1,7,1,7,4,3,6,4,4,6,2,6,2,6,4,4,4,4,5,5.13,2,4,1,1,1,1,1.67,4,3,4,5,3,5,4,1,4,6,6,6,5,5,5.33,4,1,11,.,6,2,.,2,1,.,1,.,1,2,.,2
0,100,1592,1,11/12/2019 18:37,1,11265305,"When the video began I instantly had a feeling of familiarization because I am very familiar with the song that was played. Throughout the video I had feelings of happiness and prosperity. I also felt empowered, in a way. Seeing the wonders of the Earth with powerful music gave me a sense of grand, large, and hopeful. ",7,7,6,6,1,7,7,6,2,5,3,7,7,7,2,3,2,2,5,2.8,6,4,6,6,7,5.8,4,4,5,6,6,5,7,7,6,7,7,6.8,1,4,4,5,5,3.8,6,7,7,7,7,6.8,5.17,2,6,2,6,6,5,3,3,6,5,7,2,6,6,2,6,2,6,4,4,3,5,4,5.5,6,4,5,7,4,1,4.5,5,6,6,4,2,6,4.83,1,3,4,3,7,3,7,4.5,4,1,7,.,5,2,.,1,2,.,1,.,3,1,The song is from a band I like. I listened to the song through their YouTube page.,2
0,100,2010,1,11/12/2019 18:37,1,111268335,"The world is huge. Its beauty was amazing me. At the same time, I feel that I am small and little to the world, but I am part of this world.",3,1,7,6,2,7,7,5,4,1,6,7,6,6,5,6,6,7,7,6.2,6,5,6,7,6,6,7,7,4,6,6,6,7,7,6,7,7,6.8,5,4,4,6,5,4.8,3,7,6,6,7,5.8,5.93,7,1,5,3,7,7,1,6,4,3.67,5,5,3,3,6,2,4,4,2,6,2,6,4,4.13,1,6,4,3,1,6,3.5,2,5,7,1,1,7,3.83,1,4,7,3,7,5,6,5.33,4,1,9,.,11,1,.,1,3,Asian,5,.,3,2,.,2
0,100,1404,1,11/12/2019 18:37,4,111261186,During the presentation I definitely thought that it was funny.  Some parts made me laugh more than others and some parts were very cheesy and not as funny. Overall I enjoyed the presentation because it made me laugh and when I'm laughing I'm happy.,4,6,5,6,1,5,3,3,3,2,4,4,3,3,1,1,1,2,2,1.4,5,5,4,4,5,4.6,3,3,3,4,4,3.4,2,2,3,3,3,2.6,2,2,2,2,2,2,1,1,1,1,1,1,2.5,2,6,2,6,2,2,6,2,2,4,5,3,5,4,3,5,5,3,4,4,5,3,5,4.25,4,4,3,3,3,3,3.33,1,3,3,1,6,6,3.33,1,4,5,5,5,4,3,4.33,4,1,10,.,5,1,.,1,2,.,7,.,3,2,.,2
0,100,1905,1,11/12/2019 18:37,1,111261448,"While I was viewing the video presented to us, I couldn't help but feel enraptured by the scenery. I noticed the music worked well with what was shown, in that the transitions matched, however I wouldn't say the music added to my feelings. I was struck by the complexity in everything from the mountains and forests, to the mushrooms and growing trees. I felt small because of how big everything seemed to be, and I also felt blessed because I know the same hands that made the crashing waves and windswept plains made me. As an artist, I feel insprired by what I saw, and excited to try and capture that beauty in my own way.",7,4,7,5,1,5,5,4,7,1,5,7,6,7,1,6,3,5,6,4.2,2,2,2,2,2,2,6,3,5,3,6,4.6,7,6,6,7,7,6.6,7,7,7,7,7,7,2,2,2,6,6,3.6,4.67,2,6,2,6,6,7,1,7,7,5.5,6,6,2,2,6,2,2,6,4,4,6,2,5,3.63,3,3,6,5,1,2,3.33,5,3,4,2,2,6,3.67,1,7,7,7,7,6,7,6.83,4,1,10,.,8,2,.,2,2,.,1,.,3,1,"I love BBC's Planet Earth and Blue Planet, I've seen every episode and video several times becasue I like to learn, and I think they're beautifully done. While I hadn't seen that video audio combo, I have heard that song before. I heard that song last on my mission a few years ago.",2
0,100,1983,1,11/12/2019 18:37,1,111264679,"At the beginning of the video I felt calmness and appreciation for the beauty of the earth. But as the video went on, and the music changed tone, my feelings changes to amazement and appreciation for the landscapes. Feelings of adventure entered my mind and curiousness to know more about the animals presented in the clip. Emotions to go out and explore more in nature and enjoy it in its purest stage were things that I experienced, especially when waterfalls, rivers, the ocean, and anything related to water was presented in the images. ",7,4,6,7,1,6,7,2,1,1,6,7,2,7,6,5,5,5,7,5.6,5,3,5,3,3,3.8,6,5,5,6,5,5.4,6,6,7,7,5,6.2,3,2,1,1,5,2.4,2,1,2,3,3,2.2,4.27,1,7,2,6,7,7,1,7,6,5.67,7,2,6,1,5,3,2,6,2,6,2,6,1,4.5,2,6,4,5,2,2,3.5,6,6,7,1,1,7,4.67,1,5,6,6,7,7,2,5.5,4,1,8,.,7,3,.,2,1,.,8,Mulata/Mestiza,3,2,.,2
0,100,1257,1,11/12/2019 18:38,4,11121968126,I was pretty happy and amused.,5,6,5,7,1,6,5,1,2,1,5,3,5,5,5,5,5,5,3,4.6,5,4,3,3,3,3.6,5,5,5,4,4,4.6,3,3,3,3,3,3,5,2,2,2,5,3.2,1,1,1,1,1,1,3.33,5,3,6,2,6,6,2,7,7,4.5,7,2,6,5,2,6,2,6,2,6,2,6,7,6.13,1,6,5,2,1,1,2.67,1,3,1,1,6,6,3,1,5,5,6,6,7,7,6,4,1,11,.,6,3,.,1,3,American,1,.,1,2,.,2
0,100,1501,1,11/12/2019 18:38,1,111267965,It reminded me of what we have here on earth that some people may forget including me which is nature. It made me feel happier and grateful that we live in such a beautiful place. It made me feel inviting and I felt more positive after I watched it. The music helped me think of the good in life instead of the bad. ,7,7,6,7,1,7,7,2,3,1,4,7,7,7,3,4,5,6,7,5,7,7,6,7,5,6.4,7,7,7,7,7,7,7,7,7,7,7,7,6,7,5,6,7,6.2,2,3,1,4,3,2.6,5.7,7,1,3,5,5,2,6,7,7,5.17,7,4,4,6,1,7,5,3,5,3,5,3,5,4.75,6,7,7,4,7,7,6.33,7,7,7,1,1,6,4.83,1,4,4,4,4,4,4,4,4,.,.,.,5,2,.,2,1,.,1,.,1,2,.,2
0,100,2397,1,11/12/2019 18:38,4,11121966587,"I felt pretty normal at the first. Then as the video went on, there were a few parts that made me chuckle or laugh. My emotions stayed the same until something funny happened.",4,6,5,7,1,6,4,4,1,1,3,4,4,5,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,4.4,5,5,5,4,4,4.6,4,4,4,4,4,4,4,4,4,4,4,4,3.83,6,2,6,2,6,5,3,4,4,3.5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,4,4,4,4.5,3,5,4,4,7,6,4.83,2,5,5,5,6,6,6,5.5,4,1,7,.,2,1,.,1,2,.,1,.,3,1,I watched it with either friends or family because someone saw it and wanted to show me how funny it was,2
0,100,2810,1,11/12/2019 18:39,4,11121961345,"For maybe the first two clips in the beginning, I just mostly felt confusion. I didn't really understand what was happening until about the 3rd or 4th clip in. About one of the clips made me cringe because I didn't really find it funny and mostly found it uncomfortable. Thought for most of the clips, I found them funny and felt some excitement in what animal and clip was going to be next. ",4,6,6,7,1,6,6,2,2,2,6,3,5,3,2,2,2,2,2,2,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2.5,6,2,6,2,6,7,1,1,1,2.17,1,1,7,1,1,7,1,7,1,7,1,7,1,4.75,1,2,3,1,1,1,1.5,1,1,1,2,6,5,2.67,2,5,5,5,7,3,4,4.83,4,1,6,.,12,1,.,2,2,.,7,.,3,2,.,2
0,100,3178,1,11/12/2019 18:39,4,111267241,"I thought the video was really funny. I had seen some clips before and they always crack me up. Towards the middle I began to feel like I was getting a little bored, but towards the end I was I entertained again.",2,6,7,7,1,7,6,4,6,1,5,4,4,5,1,1,1,1,1,1,5,3,3,3,3,3.4,5,5,5,4,6,5,3,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2.23,5,3,6,2,7,7,1,2,2,2.83,2,1,7,4,2,6,3,5,2,6,3,5,6,5.13,2,2,5,2,1,1,2.17,1,2,2,2,7,7,3.5,1,6,6,6,7,6,6,6.17,4,1,8,.,12,3,.,2,2,.,1,.,3,1,I've seen clips from this video on social media sites like YouTube and Facebook. It has been a few years since I've seen it. Probably 2 years or so.,2
0,100,1412,1,11/12/2019 18:40,4,11121967091,"While watching the video, I thought back to the time that I watched similar videos with some of my siblings. It was funny then and it is funny now. So it created a bit of nostalgia. Then I thought about the survey that I was instructed to take before hand, and I became perplexed because I don't know how animals with voice overs is connected to healthy eating.",4,5,6,6,2,5,5,4,4,4,7,4,4,4,1,1,1,1,1,1,1,1,1,5,1,1.8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,6,2,6,4.4,2.2,1,7,1,7,1,1,7,1,1,4,7,1,7,3,4,4,3,5,2,6,3,5,5,5.25,1,1,5,1,1,1,1.67,4,2,4,1,6,4,3.5,1,5,5,5,7,5,6,5.5,4,1,8,.,1,1,.,1,2,.,1,.,3,2,.,2
0,100,1509,1,11/12/2019 18:41,4,111267532,In general the video made me laugh. I was excited to watch it because I knew what was coming. It made me feel happy. But also at the end of the video I felt disappointed because I was expecting more of it.,2,5,5,6,1,5,4,5,2,2,4,4,4,4,2,3,4,2,4,3,7,7,7,6,7,6.8,1,2,2,4,4,2.6,1,1,1,1,4,1.6,1,1,1,1,4,1.6,1,2,1,6,4,2.8,3.07,5,3,3,5,7,5,3,7,6,5.17,6,6,2,5,6,2,3,5,5,3,3,5,4,4,1,1,3,2,2,1,1.67,2,1,4,3,5,5,3.33,1,7,7,6,6,7,7,6.67,4,1,11,.,4,4,.,2,1,.,8,Hispanic,3,2,.,2
0,100,1465,1,11/12/2019 18:41,4,11121966391,"I would describe my emotions as happy. As I was watching this video, I had to hold myself back from laughing out loud. I thought this video was funny and also put together very well. It was so funny how the videos of the animals were in sync with different audio.",5,4,5,6,3,6,5,3,3,3,6,4,5,4,3,3,3,3,3,3,3,3,4,5,3,3.6,3,5,4,5,3,4,5,5,5,5,5,5,4,3,4,3,5,3.8,5,4,5,4,5,4.6,4,5,3,5,3,3,3,5,3,3,3.33,5,3,5,5,4,4,4,4,5,3,5,3,4,4.13,4,5,5,5,3,3,4.17,3,5,3,2,6,6,4.17,2,3,3,3,5,5,3,3.67,4,1,11,.,2,1,.,2,2,.,6,.,3,2,.,2
0,100,1873,1,11/12/2019 19:09,5,11126457024,"I was stunned by how many people she saved, and saddened by how many people she couldn't save.",6,3,2,1,4,5,5,3,4,6,5,5,7,7,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,5,5,5,5,5,5,2,3,1,4,2,2.4,5,5,5,5,5,5,3.4,2,6,2,6,5,5,3,5,5,5,5,4,4,2,2,6,2,6,3,5,3,5,3,4.5,2,2,3,6,5,4,3.67,5,5,5,3,1,6,4.17,1,4,3,1,6,5,7,4.33,4,1,6,.,2,2,.,1,2,.,1,.,3,2,.,2
0,100,1111,1,11/12/2019 19:10,5,11126457015,I am moved to think what position I would take as a German citizen during the WW2 conflict. Would I be like Irene or a coward like many others. Could I take the torture?,5,2,1,1,2,5,6,6,6,6,1,4,5,5,6,6,6,6,6,6,5,5,5,5,5,5,3,4,4,5,3,3.8,2,1,1,5,1,2,1,5,1,3,2,2.4,2,6,6,2,6,4.4,3.93,1,7,1,7,7,1,7,7,7,7,7,1,7,5,5,3,1,7,1,7,2,6,1,5.38,7,6,1,7,7,6,5.67,1,2,3,1,1,5,2.17,1,1,2,1,2,5,7,3,4,1,9,.,5,2,.,1,2,.,1,.,2,2,.,1
0,100,1291,1,11/12/2019 19:11,5,11126452051,"I felt sad. Sad for those that died during that time. I had a desire to help, a longing to be able to save at least one of those lives. ",6,4,5,3,3,3,7,5,4,7,6,7,7,7,3,3,3,3,5,3.4,5,5,4,5,5,4.8,3,3,3,6,3,3.6,5,7,7,7,5,6.2,5,5,3,5,6,4.8,6,5,4,3,5,4.6,4.57,3,5,3,5,6,3,5,4,6,5.17,6,3,5,7,5,3,3,5,2,6,5,3,5,5,7,7,7,7,6,6,6.67,5,7,6,1,1,6,4.33,1,6,6,5,6,5,5,5.5,4,1,5,.,8,1,.,2,2,.,1,.,3,2,.,2
0,100,2080,1,11/12/2019 19:12,5,11126454370,I felt sad and afraid. I felt confused on how humans are possible to do such evil things. I felt anxious and angry. ,7,1,1,1,7,1,7,1,4,7,7,7,7,7,6,7,7,7,7,6.8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6.8,7,3,6,5,7,5.6,7,7,7,7,7,7,6.7,5,3,7,1,5,6,2,5,3,3.17,5,7,1,3,6,2,6,2,6,2,6,2,5,2.75,7,7,7,7,7,6,6.83,7,7,7,1,1,7,5,1,6,6,5,6,6,3,5.33,4,1,7,.,1,1,.,2,2,.,1,.,3,2,.,2
0,100,1768,1,11/12/2019 19:13,5,11126455314,"I had already heard about Irene's story and so nothing really caught me off guard. Of course I felt feelings of empathy and a sense of obligation to help those around me. I also reflected upon how there is still so much suffering happening in the world around us, yet we don't focus on it or discuss it as much as we should. ",6,1,2,1,2,4,5,1,4,5,1,7,7,6,4,6,6,6,2,4.8,2,2,2,2,2,2,2,5,1,6,4,3.6,2,6,2,6,5,4.2,1,1,1,1,2,1.2,1,2,1,1,6,2.2,3,2,6,1,7,7,2,6,6,5,6.17,6,1,7,6,1,7,1,7,1,7,1,7,1,6,2,2,2,6,4,4,3.33,2,6,1,1,1,6,2.83,1,6,6,7,7,7,7,6.67,4,1,8,.,9,2,.,2,2,.,1,.,3,2,.,1
0,100,1724,1,11/12/2019 19:13,5,11126454270,"At first, I was sad because the Holocaust is a sad event, no matter what story is being told. Towards the end, I was happy when they showed how many children the woman saved and that she was brave enough to not give away any information when she knew she could be killed. Finally, I was shocked that she doesn't consider herself a hero and that she regrets not doing more, when she did so much more than some other people, and gave thousands of children a chance at a better life.",7,2,4,1,4,4,6,3,4,6,5,6,6,7,1,1,1,1,2,1.2,1,1,1,1,1,1,2,4,4,6,4,4,5,6,6,6,6,5.8,1,6,1,7,5,4,4,2,2,3,5,3.2,3.2,1,7,1,7,7,6,2,7,7,6.17,7,1,7,4,1,7,1,7,1,7,1,7,2,6,1,4,2,5,4,4,3.33,6,4,6,2,1,7,4.33,1,5,6,4,6,6,6,5.5,4,1,5,.,10,1,.,2,2,.,1,.,3,2,.,2
0,100,2076,1,11/12/2019 19:13,5,11126454251,The presentation made me very upset and sad for the children and others who were harmed in this place during the Holocaust.  I think it is incredible that a woman such as her decided to put her own life at risk to save those children. I do not know if I would have been brave enough to do it. i do not understand why those poor people and especially children had to suffer like that and it really upsets me. ,7,1,1,1,7,6,7,1,6,7,7,6,7,7,3,1,1,1,1,1.4,1,1,5,5,7,3.8,4,4,4,6,6,4.8,5,7,5,7,7,6.2,7,7,7,7,7,7,6,7,6,1,7,5.4,4.77,1,7,3,5,7,6,2,6,7,5.67,7,2,6,1,4,4,1,7,1,7,1,7,1,5,1,7,6,7,7,7,5.83,7,7,7,1,1,7,5,1,7,7,7,7,7,5,6.67,4,1,6,.,10,2,.,2,2,.,1,.,3,2,.,2
0,100,1932,1,11/12/2019 19:13,5,11126452263,"During the presentation, I felt heartbreak for the families that had to live in those times. the scenes where the women was digging up the jars of names felt peaceful in comparison.",5,3,2,2,5,5,5,4,4,6,6,5,6,6,4,4,4,5,6,4.6,6,5,5,5,5,5.2,4,3,3,3,3,3.2,4,4,5,5,4,4.4,1,2,1,1,2,1.4,5,5,4,5,5,4.8,3.93,3,5,4,4,6,5,3,6,4,4.67,5,5,3,3,6,2,5,3,5,3,4,4,5,3.5,1,3,4,6,5,4,3.83,6,4,6,4,1,6,4.5,2,5,6,6,6,4,6,5.5,4,1,6,.,8,2,.,2,2,.,1,.,1,2,.,1
0,100,3724,1,11/12/2019 19:14,5,11126454448,"At the beginning, I felt very peaceful and calm. As the music got louder, it sounded sad and forlorn so I started to feel anxiety and bewilderment. Listening to Irene's story slowly filled me with awe and humility, and I wondered if I could have done such a thing as Irene if I were in her same situation. I was very sobering.",7,5,2,1,5,5,6,5,5,6,3,7,6,7,5,5,5,5,5,5,6,5,5,5,6,5.4,3,3,3,6,5,4,7,7,7,7,6,6.8,3,6,1,6,5,4.2,6,5,6,5,6,5.6,5.17,2,6,1,7,7,2,6,7,7,6.67,6,5,3,5,5,3,3,5,2,6,2,6,6,5,3,6,7,7,6,5,5.67,5,7,6,3,1,6,4.67,1,5,7,6,7,6,7,6.33,4,1,5,.,6,1,.,2,2,.,1,.,3,2,.,2
0,100,559,1,11/12/2019 19:14,5,11126451745,"My emotions were not elevated very much, I believe it is because I have been to the holocaust museum in Washington D.C. where I saw things that made me quiver and this was when i was probably 15. An emotion i would say was triggered in me was courage, she was a courageous person for what she did, I would also say numbness because in hard times you conform to your situation and it becomes normal. ",6,1,1,1,4,1,1,4,2,4,5,6,6,7,5,5,5,5,5,5,7,5,5,1,3,4.2,4,3,2,4,2,3,5,5,6,6,5,5.4,5,1,4,1,3,2.8,1,2,1,1,5,2,3.73,5,3,5,3,6,7,1,7,5,4.17,5,5,3,2,1,7,1,7,2,6,2,6,3,4.88,5,6,1,6,6,5,4.83,7,6,2,5,1,7,4.67,1,5,6,2,5,4,3,4.17,4,1,10,.,12,2,.,1,2,.,1,.,3,2,.,1
0,100,1880,1,11/12/2019 19:14,5,11126455342,I felt sorrow for the children described in the video. I also felt gratitude for the lady who was speaking. At the end of the video I felt a need within my self to make a difference like she did. I was also filled with compassion.,1,1,1,1,1,1,7,1,1,7,1,5,7,1,4,4,4,4,5,4.2,5,5,5,5,5,5,6,6,4,6,6,5.6,5,6,5,6,5,5.4,4,5,4,4,4,4.2,6,5,6,5,7,5.8,5.03,1,7,1,7,7,2,6,6,2,5.83,6,2,6,4,7,1,5,3,7,1,7,1,5,3.38,4,5,4,4,4,7,4.67,5,7,4,2,1,5,4,1,4,5,6,4,5,7,5.17,4,1,8,.,3,3,.,2,2,.,1,.,3,2,.,2
0,100,2176,1,11/12/2019 19:14,5,11126452201,I felt that she was a hero even though she denied the being one. I am sad that the Holocaust was a thing that allowed her to be a hero of one sort or another. I felt inspired to be as loyal to love as she was. i was also intrested in learning more about her and people like her. at the end i felt hope for the children she did save. ,6,4,4,5,5,4,6,3,4,6,4,7,6,6,2,2,2,2,5,2.6,6,6,6,6,6,6,4,2,2,4,4,3.2,5,4,4,6,4,4.6,5,4,4,4,6,4.6,6,3,4,4,5,4.4,4.23,2,6,2,6,6,4,4,6,6,5.67,5,3,5,3,5,3,3,5,3,5,3,5,4,4.38,5,4,3,6,6,4,4.67,4,5,5,2,1,6,3.83,1,5,6,6,6,6,6,5.83,4,1,9,.,10,1,.,1,3,white,1,.,2,2,.,2
0,100,1877,1,11/12/2019 19:15,5,11126455078,"I felt sad and disturbed about what had happened during the Holocaust. It makes me feel like I can do more to help the people around me even though they aren't suffering the way those children did during the Holocaust. I felt happy and at peace that that woman was able to save 2,500 children and reunite some of them with their families, but I can't imagine how their experiences effected them mentally. ",5,2,1,1,2,4,6,1,4,7,5,6,7,7,1,1,5,5,5,3.4,6,2,1,6,6,4.2,5,3,1,5,2,3.2,5,7,5,7,5,5.8,1,1,1,1,6,2,5,5,3,3,5,4.2,3.8,1,7,1,7,7,3,5,7,7,6.67,7,3,5,2,2,6,1,7,2,6,2,6,6,5.63,5,3,5,5,6,6,5,5,5,5,2,1,7,4.17,2,5,5,5,7,3,3,4.67,4,1,5,.,6,1,.,2,2,.,1,.,3,2,.,2
0,100,1869,1,11/12/2019 19:15,5,11126458457,"At the beginning of the film I felt a feeling of peace. All that was seen was a lady by a tree, digging a hole. I felt a sense of gratitude. This is due to that fact that people risked their lives and safety to help others that they did not even know. This made me feel hope as well because of the previous statement.",4,4,3,1,5,2,5,5,4,5,3,6,6,6,4,4,4,5,5,4.4,5,4,3,3,4,3.8,5,6,5,6,4,5.2,3,4,5,5,4,4.2,2,2,2,2,2,2,3,3,2,2,2,2.4,3.67,3,5,3,5,2,3,5,5,5,4.5,6,2,6,5,3,5,1,7,1,7,2,6,2,5.5,2,4,3,6,1,1,2.83,1,2,1,2,1,1,1.33,2,5,6,5,6,7,7,6,4,1,8,.,1,2,.,1,2,.,1,.,3,2,.,2
0,100,2336,1,11/12/2019 19:15,5,11126452097,"I felt bad for the children and Jews, but glad that so many children were saved by that woman. Of course I felt no connection to these strangers so my emotions were not strong. I just felt bad for them but was not outraged, or overcome with indignation.",5,5,2,4,3,5,1,5,2,5,3,5,5,5,2,2,2,2,2,2,1,1,2,2,2,1.6,1,2,1,1,1,1.2,2,2,2,2,2,2,1,1,1,1,1,1,3,7,6,2,5,4.6,2.07,3,5,2,6,6,5,3,6,7,5.5,6,2,6,6,2,6,1,7,1,7,1,7,7,6.5,7,2,1,5,1,1,2.83,2,1,2,2,4,7,3,1,5,5,3,6,4,5,4.67,4,1,6,.,11,1,.,2,1,.,,.,3,2,.,1
0,100,1529,1,11/12/2019 19:15,5,11126459902,"I thought it was interesting that this woman, saving grace, did not think of herself to be a hero; what she did was heroic. During these unspeakable times it takes a very brave individual to risk their life in order to save others. Perhaps she doesn't think of herself as a hero, but rather a human. The events that took place during the holocaust make me angry, Its amazing to see and hear about the different people that put others first no matter the consequence.",7,5,1,1,5,1,5,1,4,7,7,7,7,7,5,5,6,7,7,6,5,5,6,6,6,5.6,5,5,5,7,5,5.4,6,6,6,6,6,6,5,7,7,7,6,6.4,5,5,5,5,5,5,5.73,1,7,1,7,7,2,6,7,7,6.83,7,6,2,7,3,5,5,3,5,3,5,3,5,4.38,3,3,3,7,7,5,4.67,5,5,5,1,1,7,4,1,5,5,5,7,5,6,5.5,4,1,11,.,7,4,.,2,2,.,1,.,3,2,.,2
